Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,720.4100574,764.7606811,640.8505135,710.3624068,774.9108673,846.9980739,963.5573128,1063.433416,1211.290308,1286.793514,1351.61401,1461.018259,1402.759854,1238.926558,1147.781713,1071.323339,1196.733309,1409.177875,1681.314481,2061.612772,2349.286865,2668.035988,2816.666943,3226.131379,3264.450063,3365.707421
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,15048.56382,18848.79263,19524.04734,21444.75784,19566.77408,20612.37768,23736.38639,23967.92191,21864.8408,22422.11378,22261.70141,20207.12303,20444.16256,22128.94567,27156.41154,30977.10183,31979.56849,33791.76989,38706.31633,42221.49272,38475.84776,37604.26628,40426.11293,37584.44541,38920.61984,39594.64584
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,150.9520615,148.4927896,168.9040979,182.6796051,216.5541708,210.5402575,223.3968966,200.8718442,199.8131951,205.8460357,192.5076432,221.5268127,272.8328326,262.0745298,281.3750173,299.1114518,306.6651439,404.196309,451.4266933,544.4624311,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,10662.92425,13773.3657,14782.0389,16105.41873,13362.01835,13465.37783,15561.97275,16236.77168,14872.56589,15534.35989,15859.08603,14787.75606,15359.10844,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35578.73619,32333.4661,30737.83227,31832.23808,28647.83524,29370.66387,29718.50022
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,3044.379109,3352.73025,3619.946704,4052.292672,4148.060458,4070.031904,4498.958704,5308.346961,7174.240792,8850.46785,10338.31726,12595.41484,16586.40796,18094.5474,14726.31391,14641.40314,17453.75376,17490.99313,19155.42125,20147.77822
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,247.1611913,253.3479607,270.4403309,203.3416396,165.1281267,125.1288855,133.8986024,144.692935,141.0535555,124.6775752,119.2999888,124.0509505,120.3531152,111.5311693,119.0586588,135.9763619,161.8769539,194.0779937,243.6288455,325.7949007,380.264841,341.8589562,355.5889915,469.7923039,503.9026066,573.5659603
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,12825.38214,15851.86703,16419.01146,17839.40528,16212.77232,17177.69786,19683.65196,20090.41983,18913.39074,19549.62029,19480.35558,18074.83304,18244.00637,19845.54593,24092.61558,27723.18173,28887.51792,30708.52013,35377.04526,37921.45398,33817.87746,33595.65566,36241.91837,34150.52785,35402.49152,36425.56595
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,668.1184207,609.9758032,574.771655,628.3132147,701.5336466,832.5914737,950.0085147,1151.921963,1426.978258,1278.532564,1458.959278,1521.69786,1719.511085,1696.619644,1643.528008
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46205.16601,50787.56498,47415.55987,49638.07713,49864.57625
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1632.138291,1834.994609,1881.580135,2057.3984,2166.058463,2383.91826,2540.751518,2714.24312,2641.06808,2070.168433,2408.165466,2076.013308,2038.899241,2259.055796,2835.980917,3332.91446,3658.617477,3750.034991,4079.228842,4178.321691,3369.855205,3651.958291,4351.919334,4550.267095,4765.84403,5112.38189
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,17704.95898,21795.23783,21782.4162,23937.05692,22503.26085,23625.529,27037.97213,27015.25896,24359.42506,25101.36874,24799.29601,22465.64184,22527.31775,24275.2426,29691.18158,33874.74255,34879.72633,36544.50853,41600.58397,45413.06571,41631.13141,40705.76623,43807.4759,40838.02444,42571.19799,42546.83879
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,24502.25752,24550.38973,22850.44296,24566.06384,26731.13714,31098.09,35008.16852,35808.82986,40617.30498,46878.11546,49625.47867,46429.92063,47381.52276,50910.43405,48695.17118,54117.84441,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1436.906824,1528.064694,1682.186235,1756.202422,1908.848629,1909.350632,2065.004277,2019.952558,1906.809762,2029.326657,2046.791518,2170.960626,2239.916954,2257.773665,2293.579614,2247.837673,2352.639409,2393.936412,2435.199848,2501.527682,2669.375054,2838.448547,2998.642197,3147.679202,3044.077373,3057.091025
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,4517.801212,6250.643217,5523.03492,5566.794726,4245.514245,3958.738282,4564.269382,5107.316881,4656.967909,3821.808554,3878.031853,4115.036784,3981.858786,4119.154596,4929.322637,5755.959504,6865.323497,7206.968408,8632.756951,10523.27025,8003.790743,9312.049463,11530.1472,10642.43225,10658.77273,10772.06175
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,21330.27625,22462.50943,24803.14743,26281.04775,26675.9156,26400.65644,25980.22038,28301.20833,32575.09196,38305.87269,40047.90597,42534.30626,48428.15745,45195.15693,37166.27597,38292.87113,41020.37696,41294.5148,42294.89012,46278.52021
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,1614.640122,1314.67067,757.2235485,550.0155426,517.0870879,569.0181381,670.4611048,774.6802033,805.2726845,628.8656516,691.9977101,733.9704142,779.3845935,928.0108227,1207.367228,1530.057521,1872.680416,2492.12878,3174.949001,2706.588512,2964.477048,3725.063221,4142.869175,4274.376873,4429.650075
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,368.998198,402.5888817,438.5203726,414.5616397,375.0653336,333.217825,385.7252602,403.9197548,392.2518164,416.3262485,419.8855509,264.7025762,275.4723721,311.616825,375.8807045,426.1592342,501.7240746,929.7266286,1099.022313,1234.0799,1095.503232,1323.099141,1587.190873,1641.825922,1827.101368,1441.636453
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,421.945806,441.925744,473.5100491,486.5106787,458.2536496,448.9177672,469.7619073,476.2003677,454.1618447,422.2820159,400.2715164,340.414229,316.3823077,323.6278426,371.3209593,387.3679616,303.7609661,296.1745763,407.2065722,433.0747552,430.1999535,430.0564739,447.7909893,487.3457142,521.5389059,539.615775
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,322.4433777,345.8546784,727.0369581,729.0545386,748.8302523,720.1160037,737.5087333,774.0526743,713.2061834,725.0082309,682.9657145,637.1055215,542.5042831,442.186688,360.6773244,414.9810528,433.2915831,440.3139384,519.9547093,608.6464388,549.5395067,562.5681661,516.984255,504.9890138,484.112865,441.293817
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,206.3745503,230.9791211,238.0602812,204.8627264,209.6835936,203.9803922,215.0663616,224.0417856,217.7111121,163.8000811,174.2967664,281.4036603,291.9505319,303.0118619,339.8607487,370.9340773,401.147289,395.9779939,455.4358578,553.4565058,517.1470466,518.5983608,660.5867694,580.6433674,584.2818452,615.9409222
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,241.5261542,297.1128769,284.0969004,333.3667863,325.1552814,232.7047551,316.4025059,501.166419,921.8521526,746.8571691,1209.937695,1970.251229,2661.421479,3182.767874,4234.602086,7276.075656,13129.59818,14162.05489,16186.17321,23347.66085,14451.52422,17441.09255,22944.92629,23278.23006,21497.89443,18918.27683
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,7846.678164,9600.18513,10188.36978,11176.45844,10401.98299,11091.28386,12959.32432,13749.11515,13427.83249,13472.13764,13245.18946,12042.95373,12538.17883,14110.31339,18477.57841,21955.10409,22551.73574,24801.15781,28827.32636,31997.28201,29710.9703,26919.36164,25914.68155,22242.68193,21842.70331,21627.35429
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2199.488628,2295.976222,2504.487796,2581.401578,2545.820627,2633.499771,2755.990307,2923.249453,3015.483221,3364.344384,3742.366572,5117.539563,5109.958715,5292.232379,5773.299151,5836.120212,6754.381175,6764.722867,7322.526171,7946.638501,7394.946318,7365.666659,7410.76108,7583.546476,7956.141842,8573.693949
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,24706.29193,28416.77767,28985.39087,31902.50475,36070.91982,40863.25732,41097.55636,40193.66603,44010.33322,41471.65588,42827.80827,43364.88285
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,940.7669226,835.2990465,1002.248027,1085.426709,1156.173389,1284.646821,1415.121845,1487.102697,1636.213168,1741.402186,1605.528019,1650.365959,1561.595712,1692.963796,1743.166097,1860.988805,2064.047248,2241.005002,2472.389067,2774.318063,2617.112191,2805.951416,3166.582312,3278.629128,3432.021781,3666.594606
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,522.9413801,550.5930501,469.2787191,513.1976056,614.3454504,747.8602024,855.416352,966.0541821,1020.827044,973.1657568,938.618364,960.1867601,936.9162239,972.2164996,999.1816472,1058.958515,1110.957717,1961.055623,2334.021042,2569.988506,2698.058991,2998.941274,3408.731903,3759.383547,3928.87895,4028.163991
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,16882.72064,18839.03716,19763.82882,21130.84554,21151.01323,22504.5544,24645.23343,24687.67145,24146.6846,24053.08348,25102.21923,25446.94658,25045.33315,25946.06429,28912.53778,31966.65762,33559.39714,35175.82034,38184.24239,40220.83899,37420.20512,38982.64208,41805.78704,41638.34419,41758.98686,42329.59088
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38364.1949,40215.66773
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,747.5553443,621.7969546,608.6915845,660.1891707,654.7505193,629.1574618,699.5095774,704.686148,796.3177796,869.1109453,878.65135,1138.147032,1187.590233,1196.558653,1228.478361,1298.93929,1405.78216,1547.266659,1720.76736,1899.54847,1975.796099,2110.822021,2323.757115,2395.073442,2356.516704,2434.280046
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,369.5070551,365.2034708,366.1283741,323.1135506,318.7977079,275.3782983,305.6107046,311.0680431,317.5019783,318.2730162,310.1869784,327.0581437,302.2922263,319.3753281,353.2382502,394.4052146,443.2177835,514.7905085,595.7327547,698.0356055,684.6906622,736.9360275,801.9645977,830.7714963,876.2711187,900.0908528
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,4794.937213,5268.805674,5210.430239,5650.332016,5135.473341,4919.628069,5245.421419,6053.716037,7805.881418,9365.742468,10224.24059,11363.41845,13546.69872,15893.86056,14157.14416,13509.18582,14542.1776,13235.97757,13574.97804,13480.65075
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,479.5461962,305.5542998,249.4121387,282.4220626,359.7685486,365.0034113,411.6021427,450.9192277,494.2337733,462.4813299,413.7378804,393.0157939,329.7819844,387.9427209,465.3101354,505.5848205,615.8157847,674.7493926,668.2919749,662.2795182,740.947823,766.8722334,810.3265496,830.1500551
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,3333.901048,3716.869568,3855.073395,4152.996979,4472.762698,4508.176081,4580.026769,4735.292008,4789.532954,4619.528633,5266.850061,6646.238255,8391.141952,10254.24103,11155.96145,11392.06807,13830.83241,15649.72297,12948.07667,13009.34538,14032.77426,12819.71206,13585.43018,14021.90227
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,912.1875613,1015.503575,1078.68115,1058.26925,1115.94358,1203.651411,1330.039911,1432.195309,1495.592779,1432.321991,1373.716408,1476.239764,1479.363369,1484.538227,1657.477963,1949.731502,2304.489571,2702.996798,3331.465636,3956.479434,3796.009634,4568.707442,5334.435173,5592.481938,5849.338726,5937.393949
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,790.5491331,873.5111886,922.6826726,901.2587705,941.7462442,1006.076627,1111.842174,1195.276208,1243.707423,1190.629931,1143.518455,1226.869186,1223.258299,1229.186008,1368.73381,1602.91814,1885.145666,2206.556468,2699.498676,3196.684308,3061.936068,3684.231052,4276.322948,4475.403234,4673.261309,4747.070487
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,346.1099135,353.9412464,356.4035365,337.1214629,321.5493383,308.7584911,350.6305389,377.7255228,382.9896499,373.5837729,374.2016423,402.6027237,385.3158879,404.0745496,446.3129833,507.1212892,574.4288988,673.0171793,767.5359347,901.1911883,870.9185176,1078.391755,1196.731499,1264.968462,1335.200716,1411.699064
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,376.4090934,391.7301327,404.9431602,400.5344095,377.5057845,377.3658268,435.8924106,472.918399,473.7989737,448.921404,460.902808,506.93027,484.8965658,515.2012933,573.2833422,671.2001251,773.8507478,929.4631567,1041.174769,1236.115268,1160.002233,1610.661436,1822.67057,1963.540461,2096.051007,2227.595601
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,569.2271706,630.6685568,694.2457566,740.9177479,827.8103481,912.0977029,1026.270534,1137.265648,1063.567956,463.8830021,671.0056341,780.092079,748.1847461,900.1308039,1065.656546,1150.349294,1263.481446,1590.177906,1860.622626,2167.85765,2262.720786,3125.219934,3647.626622,3700.523538,3631.672694,3499.588735
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,334.4250132,337.1736073,331.708262,301.6682662,291.1780169,269.673363,301.5698309,322.9419733,331.6128641,332.6457386,325.9332077,343.6641241,329.4943715,341.6435512,375.1508939,414.1295563,461.0882623,526.4644419,613.0947471,712.02563,709.9697764,773.2643866,837.6167864,864.2519687,900.505927,946.9628471
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,12672.68506,14034.30662,15997.93705,18470.17821,20657.43693,20358.66729,20804.49555,24229.51035,28678.84529,34634.052,36980.11308,41232.92064,69418.05734,70438.01819,60417.4588,64277.06375,71307.49372,74993.64069,78119.05987,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,353.2554885,375.1520193,309.3279361,323.5247922,307.4110432,353.2924952,381.5274622,408.2417747,424.0864738,421.8215901,451.0891442,452.4135847,460.8261999,480.6214422,557.8973659,640.6005222,729.000727,816.7337762,1050.024801,1022.577592,1124.519446,1387.880084,1455.666779,1444.266598,1456.201628,1576.817669
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,11188.37236,14047.06638,14103.03434,15732.03941,14673.52834,15920.79629,19179.98067,20852.31769,22540.26272,24261.29235,26283.49138,26236.3719,28212.5922,32537.95748,41170.06723,47641.01377,50815.64169,54285.75075,61313.58241,61189.73248,51900.26714,48260.66536,52828.42003,48976.92975,51814.8593,54321.28772
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2201.440336,2222.094654,,,1083.856647,1207.393298,1598.498218,1963.962592,1824.864744,1733.475866,1757.453132,1664.26127,1899.020425,1900.047731,2240.807121,2649.913586,3135.187408,3646.844407,4705.38822,5476.158422,5437.81879,6299.918738,7874.484792,7710.513314,6631.29827,5442.874771
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,3850.3473,10291.8602,,,,,,,,,,,,,,1391.609582,1848.968201,2350.194236,3125.580302,4512.985144,3725.675441,4487.366289,5828.764749,6614.584821,6816.628299,6336.468066
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,22617.49166,25592.14715,27021.79826,27345.70609,23772.29122,24214.70973,26851.01722,27897.00172,28016.7524,30901.04929,32187.44551,31737.47061,28516.04796,31864.57508,39019.68632,46921.1256,56445.53614,56097.11509,68344.56016,55229.61076,40362.04159,41620.06745,45970.89368,44258.84279,47493.24904,52036.73181
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,9871.574323,11264.01838,11956.0086,12838.4182,12530.99864,13830.287,18028.63557,19285.68194,19627.13822,19400.1012,19136.71157,21052.10432,20306.19646,18431.15696,18946.99942,19888.172,20611.17931,21905.01769,25008.6037,29657.44201,27795.87671,30736.36389,33707.32496,32818.85838,36281.1999,37206.18294
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,16332.60955,20757.08875,21884.10445,23166.80415,18676.95264,19273.84424,20596.38865,23020.09914,21779.62444,22252.35771,21936.8226,20051.2426,20400.8109,22196.50736,27387.2258,31174.56118,31959.26215,33410.7482,37698.78573,40640.18465,36976.84512,35851.50807,38332.30037,34814.12436,35367.60305,35179.65395
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,1854.788842,1921.426028,1692.081517,1457.213633,1990.87193,1995.06399,2330.356939,2591.49217,2940.0639,3409.874974,3416.774615,3448.448874,3487.900025,3706.777706,3581.160016,3853.61404,4238.315843,4487.499707,4816.59587,5119.344953,4489.272772,4902.034731,5332.474361,5445.894718,5253.79101,5119.218417
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1315.209855,1238.644312,1227.714307,1418.607873,1416.710867,1501.307096,1557.222359,1557.595151,1593.841076,1711.763252,1736.686466,1774.088418,1850.0093,1939.722199,2021.40741,2205.795874,2360.530244,2722.666078,2970.889056,3655.858124,3800.675929,4054.270668,4266.077022,4423.117355,4656.219807,4830.976915
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,24505.7673,25123.63179,28540.77148,31013.64715,35451.29751,38814.89438,42522.06659,37422.86414,34304.14897,30969.73803,35004.06127,37299.64413,32716.41867,31235.58818,33690.93773,36441.50449,35781.17005,34075.97895,34033.70125,37865.61803,39322.60473,42935.25272,46229.97239,46701.008,38549.67801,36152.69002
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,1647.463231,1512.485066,1515.104059,1433.461534,1320.321622,1288.239052,1350.333866,1445.569414,1468.701798,1130.113592,1229.000958,1490.926751,1658.031146,2068.123657,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.27705,9070.649972,12102.68686,12857.89881,14310.02502,13154.84459
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,365.4061974,365.6178212,336.3641884,327.9748244,222.7240548,268.6455753,330.4831218,428.4338764,454.7417768,476.7185137,425.5935921,408.9818683,407.5540066,402.1703155,444.2336311,467.3787525,530.0821579,711.7211637,857.9256887,938.5717623,942.7431465,991.8505451,1012.879773,1184.923256,1261.092863,1368.491132
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,608.9451631,575.9551334,513.0359215,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.04934,279.620275,308.4090314,321.726538,380.5073624,433.2351189,476.5518917,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,253.1931946,269.567076,321.7746398,318.1495354,303.6859047,268.0430434,294.865212,299.5622376,319.6924597,337.8042535,361.0703476,407.0849062,472.4488559,537.8485827,629.2828776,742.9429233,735.4075239,782.6927899,879.1512441,946.4766787,1024.60887,1094.576688
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,417.1253511,392.3970541,648.5565477,665.0033427,641.9968714,732.9766097,741.1916122,860.0811268,862.3574229,822.7153617,850.8735676,799.8566112,734.9492461,827.3020845,1014.135333,1128.951514,1149.688033,1110.460493,1277.149405,1371.887152,1264.097741,1465.504574,1645.80974,1641.197419,1556.525787,1509.521187
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,4530.640195,5112.052525,5117.92443,5547.25625,5967.970169,6552.115272,6987.96089,7345.831231,8140.314051,8221.834537,8678.277379,9223.756223,9963.38901,10244.49991,9719.151513,10349.22536,11053.74474,12767.89514,13556.89495,14378.88426,13707.12331,13226.95231,13737.32272,13642.4956,14498.63484,15739.04676
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,5860.40382,6642.451218,7675.693138,8140.218706,8869.020761,10275.27753,12403.91322,13254.6374,12196.76978,8133.731245,10432.2108,11947.57725,11255.94789,12788.58018,14219.19359,15921.9392,18657.52125,20917.03024,23101.51023,20474.88685,18338.70637,22151.20889,24155.82985,24453.97191,25997.88105,27989.35399
Kosovo,KSV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,1087.762401,1490.361033,1587.505829,1969.562713,2135.332847,2190.552079,2371.662079,2788.479464,3254.860674,3209.694109,3283.211938,3736.840999,3600.887,3890.300665,4073.819117
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,11834.76827,8950.598481,5484.897777,,,,16610.36902,19228.20213,18001.0832,14687.60001,16254.403,19545.19345,17532.8578,18674.59853,22841.60249,27437.98242,35694.38171,42498.7402,45159.34147,54484.30051,36754.94587,37725.14121,47551.38297,50903.9046,48463.15167,43593.70202
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2220.741229,2546.519096,3102.206297,2833.454499,3227.928295,3650.34424,3797.781569,4024.301548,4333.233073,4288.73812,3784.102593,4132.332934,3959.893099,3473.34054,3519.083405,4003.042375,4803.128481,5568.831753,6530.320954,7552.002047,6996.41268,8613.34158,9683.712393,9626.98196,9735.344822,9605.179895
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,173.0210927,203.764751,235.1770385,250.7925708,287.2867049,325.4709899,363.0338297,377.2769222,344.669513,247.8528561,276.707261,324.0196947,326.0306989,319.5325358,362.6677396,418.1732543,476.1624057,591.3647725,710.9803378,900.4995535,947.9555257,1147.095387,1300.979602,1445.86945,1700.987378,1751.396971
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,1015.461212,1050.116702,1617.271918,1965.337127,2597.593354,3226.980227,3863.246637,4457.939837,5093.267689,5538.664275,5509.32025,5334.880244,5253.097584,5436.587507,5425.66907,5424.217944,5339.42388,5372.475056,6015.802129,7015.605178,8403.109316,8763.795964,8728.565912,8773.931956,8388.973333,8148.639167
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,367.9426191,182.7971869,168.436541,110.1705944,79.94621075,65.47315997,64.81015385,72.52703953,125.100939,140.5739059,161.1376655,182.9427573,173.7378992,176.8341989,133.1531498,149.0590939,168.2067267,178.4531394,209.8116109,231.4432221,302.2760708,326.6044381,378.8140624,414.1851554,453.339457,457.8585865
